name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,points_per_set
Daniil Medvedev,Russian Federation,RUS,Novak Djokovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-4 6-7(5) 6-2 6-3,FALSE,67
David Goffin,Belgium,BEL,Jan Lennard Struff,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 6-1 7-6(4),TRUE,67
Diego Sebastian Schwartzman,Argentina,ARG,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 6-4 5-7 6-1,FALSE,67
Grigor Dimitrov,Bulgaria,BUL,Stan Wawrinka,Switzerland,SUI,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-2 7-5,FALSE,67
James Ward,United Kingdom,GBR,Nikoloz Basilashvili,Georgia,GEO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,2-6 4-6 6-4 6-4 8-6,FALSE,67
Jan Lennard Struff,Germany,GER,David Goffin,Belgium,BEL,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 6-1 7-6(4),FALSE,67
Jaume Munar,Spain,ESP,Ruben Bemelmans,Belgium,BEL,8/27/2018,US Open,G,5,H,FALSE,61,R128,5-7 6-3 7-6(3) 2-6 6-1,TRUE,67
John Millman,Australia,AUS,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,QF,6-3 6-4 6-4,FALSE,67
Kei Nishikori,Japan,JPN,Diego Sebastian Schwartzman,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 6-4 5-7 6-1,TRUE,67
Matteo Berrettini,Italy,ITA,Pablo Andujar,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(3) 6-4 6-4 6-2,TRUE,67
Nikoloz Basilashvili,Georgia,GEO,James Ward,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,2-6 4-6 6-4 6-4 8-6,TRUE,67
Novak Djokovic,Serbia,SRB,John Millman,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,QF,6-3 6-4 6-4,TRUE,67
Novak Djokovic,Serbia,SRB,Daniil Medvedev,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-4 6-7(5) 6-2 6-3,TRUE,67
Pablo Andujar,Spain,ESP,Matteo Berrettini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(3) 6-4 6-4 6-2,FALSE,67
Ruben Bemelmans,Belgium,BEL,Jaume Munar,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,5-7 6-3 7-6(3) 2-6 6-1,FALSE,67
Stan Wawrinka,Switzerland,SUI,Grigor Dimitrov,Bulgaria,BUL,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-2 7-5,TRUE,67
Stefanos Tsitsipas,Greece,GRE,Tommy Robredo,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 7-6(1) 6-4,TRUE,67
Tommy Robredo,Spain,ESP,Stefanos Tsitsipas,Greece,GRE,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 7-6(1) 6-4,FALSE,67
Kevin Anderson,South Africa,RSA,Ryan Harrison,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 5-7 4-6 6-3 6-4,TRUE,66.8
Reilly Opelka,United States,USA,Thomas Fabbiano,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(15) 6-2 6-4 3-6 7-6(5),FALSE,66.8
Ryan Harrison,United States,USA,Kevin Anderson,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 5-7 4-6 6-3 6-4,FALSE,66.8
Thomas Fabbiano,Italy,ITA,Reilly Opelka,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(15) 6-2 6-4 3-6 7-6(5),TRUE,66.8
Andy Murray,United Kingdom,GBR,James Duckworth,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-7(5) 6-3 7-5 6-3,TRUE,66.8
Daniel Evans,United Kingdom,GBR,Fernando Verdasco,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-7(4) 6-3 6-2,FALSE,66.8
Dusan Lajovic,Serbia,SRB,Hubert Hurkacz,Poland,POL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 4-6 6-4 6-4,FALSE,66.8
Fernando Verdasco,Spain,ESP,Daniel Evans,United Kingdom,GBR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-7(4) 6-3 6-2,TRUE,66.8
Hubert Hurkacz,Poland,POL,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-5 6-7(5) 6-1 6-4,FALSE,66.8
Hubert Hurkacz,Poland,POL,Dusan Lajovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 4-6 6-4 6-4,TRUE,66.8
James Duckworth,Australia,AUS,Andy Murray,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-7(5) 6-3 7-5 6-3,FALSE,66.8
Novak Djokovic,Serbia,SRB,Hubert Hurkacz,Poland,POL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-5 6-7(5) 6-1 6-4,TRUE,66.8
Alex De Minaur,Australia,AUS,Marco Cecchinato,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-4 7-6(5),TRUE,66.7
Marco Cecchinato,Italy,ITA,Alex De Minaur,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-4 7-6(5),FALSE,66.7
Alex De Minaur,Australia,AUS,Marin Cilic,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,R32,4-6 3-6 6-3 6-4 7-5,FALSE,66.6
Daniel Evans,United Kingdom,GBR,Joao Sousa,Portugal,POR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,4-6 6-4 7-5 4-6 6-4,FALSE,66.6
Joao Sousa,Portugal,POR,Daniel Evans,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,4-6 6-4 7-5 4-6 6-4,TRUE,66.6
Marin Cilic,Croatia,CRO,Alex De Minaur,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R32,4-6 3-6 6-3 6-4 7-5,TRUE,66.6
Cameron Norrie,United Kingdom,GBR,Jordan Thompson,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 4-6 6-4 6-3,TRUE,66.5
John Isner,United States,USA,Juan Martin Del Potro,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,QF,6-7(5) 6-3 7-6(4) 6-2,FALSE,66.5
Jordan Thompson,Australia,AUS,Cameron Norrie,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 4-6 6-4 6-3,FALSE,66.5
Juan Martin Del Potro,Argentina,ARG,John Isner,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,QF,6-7(5) 6-3 7-6(4) 6-2,TRUE,66.5
Leonardo Mayer,Argentina,ARG,Nicolas Jarry,Chile,CHI,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(3) 4-6 6-3,TRUE,66.5
Nicolas Jarry,Chile,CHI,Leonardo Mayer,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(3) 4-6 6-3,FALSE,66.5
Benoit Paire,France,FRA,Dominic Thiem,Austria,AUT,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-3 5-7 1-6 6-3,FALSE,66.4
Dominic Thiem,Austria,AUT,Benoit Paire,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-3 5-7 1-6 6-3,TRUE,66.4
Andreas Seppi,Italy,ITA,Sam Querrey,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-7(6) 6-4 6-2 2-1 RET,TRUE,66.3
Daniel Evans,United Kingdom,GBR,Tatsuma Ito,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-5 6-1 7-6(8),TRUE,66.3
Dominic Thiem,Austria,AUT,Kevin Anderson,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R16,7-5 6-2 7-6(2),TRUE,66.3
Jaume Munar,Spain,ESP,Kyle Edmund,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-4,FALSE,66.3
Kevin Anderson,South Africa,RSA,Dominic Thiem,Austria,AUT,8/27/2018,US Open,G,5,H,FALSE,61,R16,7-5 6-2 7-6(2),FALSE,66.3
Kyle Edmund,United Kingdom,GBR,Jaume Munar,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-4,TRUE,66.3
Sam Querrey,United States,USA,Andreas Seppi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-7(6) 6-4 6-2 2-1 RET,FALSE,66.3
Tatsuma Ito,Japan,JPN,Daniel Evans,United Kingdom,GBR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-5 6-1 7-6(8),FALSE,66.3
Kyle Edmund,United Kingdom,GBR,Paolo Lorenzi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-4 7-5 6-1,FALSE,66.3
Paolo Lorenzi,Italy,ITA,Kyle Edmund,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-4 7-5 6-1,TRUE,66.3
Luca Vanni,Italy,ITA,Pablo Carreno Busta,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 2-6 6-3 7-5 6-4,FALSE,66.2
Pablo Carreno Busta,Spain,ESP,Luca Vanni,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 2-6 6-3 7-5 6-4,TRUE,66.2
Alexander Zverev,Germany,GER,Fabio Fognini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,3-6 6-2 6-2 7-6(5),TRUE,66
Ernests Gulbis,Latvia,LAT,Leonardo Mayer,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-1 7-6(12) 6-2,FALSE,66
Fabio Fognini,Italy,ITA,Alexander Zverev,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,3-6 6-2 6-2 7-6(5),FALSE,66
Fernando Verdasco,Spain,ESP,Miomir Kecmanovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(5) 6-3 6-3,TRUE,66
Janko Tipsarevic,Serbia,SRB,Yoshihito Nishioka,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-7(2) 6-2 5-7 6-2,TRUE,66
Laslo Djere,Serbia,SRB,Leonardo Mayer,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-4 6-4 4-6 2-1 RET,TRUE,66
Leonardo Mayer,Argentina,ARG,Laslo Djere,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-4 6-4 4-6 2-1 RET,FALSE,66
Leonardo Mayer,Argentina,ARG,Ernests Gulbis,Latvia,LAT,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-1 7-6(12) 6-2,TRUE,66
Miomir Kecmanovic,Serbia,SRB,Fernando Verdasco,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(5) 6-3 6-3,FALSE,66
Yoshihito Nishioka,Japan,JPN,Janko Tipsarevic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-7(2) 6-2 5-7 6-2,FALSE,66
Alex De Minaur,Australia,AUS,Henri Laaksonen,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-2 6-7(7) 4-6 6-3,TRUE,65.8
Henri Laaksonen,Switzerland,SUI,Alex De Minaur,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-2 6-7(7) 4-6 6-3,FALSE,65.8
Aljaz Bedene,Slovenia,SLO,Matteo Berrettini,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-3 6-2 7-6(3),FALSE,65.8
Matteo Berrettini,Italy,ITA,Aljaz Bedene,Slovenia,SLO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-3 6-2 7-6(3),TRUE,65.8
Alejandro Davidovich Fokina,Spain,ESP,Jordan Thompson,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(3),FALSE,65.7
Benoit Paire,France,FRA,Roger Federer,Switzerland,SUI,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-4 6-4,FALSE,65.7
Bernard Tomic,Australia,AUS,Marin Cilic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-4 7-6(3),FALSE,65.7
Jordan Thompson,Australia,AUS,Alejandro Davidovich Fokina,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(3),TRUE,65.7
Marin Cilic,Croatia,CRO,Bernard Tomic,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-4 7-6(3),TRUE,65.7
Roger Federer,Switzerland,SUI,Benoit Paire,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-4 6-4,TRUE,65.7
Ivo Karlovic,Croatia,CRO,Kei Nishikori,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 7-6(6) 5-7 5-7 7-6(7),FALSE,65.6
Kei Nishikori,Japan,JPN,Ivo Karlovic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 7-6(6) 5-7 5-7 7-6(7),TRUE,65.6
Corentin Moutet,France,FRA,Felix Auger Aliassime,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 4-6 6-4 6-2,FALSE,65.5
